web-scraper-order,web-scraper-start-url,getinto-link,getinto-link-href,frequency,class,duration,rate,学时安排,number,active state,课程评价数,授课教师
"1553836092-388","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学计算机基础","https://www.icourse163.org/course/TONGJI-47017","第10次开课","计算机","2019年02月26日 ~ 2019年06月21日","进行至第5周，共17周","3-5小时每周","已有10209人参加","立即参加","(270)","授课老师



杨志强
教授"
"1553837050-771","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","云计算技术与应用","https://www.icourse163.org/course/HHU-1001755117","第4次开课","计算机","2019年03月22日 ~ 2019年06月23日","进行至第2周，共14周","4小时每周","已有2679人参加","立即参加","(112)","授课老师



孙宁
讲师





陈慧萍
副教授





金永霞
实验师"
"1553835885-301","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","学术交流英语","https://www.icourse163.org/course/SEU-1001664002","第5次开课","外语","2019年02月25日 ~ 2019年05月31日","进行至第5周，共14周","1.5-2小时/每周","已有5163人参加","立即参加","(1319)","授课老师



陈美华
陈美华，博士，院长、教授、博士生导师、江苏省教学名师。





金曙
副教授





王学华
副教授





王捷
讲师





邵争
讲师





吴敏
讲师"
"1553836981-746","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","审计学基础","https://www.icourse163.org/course/NAU-1001752107","第4次开课","经济学","2019年03月18日 ~ 2019年06月23日","进行至第2周，共14周","3-4小时每周","已有3493人参加","立即参加","(70)","授课老师



王会金
教授





许莉
教授





和秀星
和秀星





陈丹萍
教授





齐兴利
教授





李兆东
副教授





王晓丹
讲师





孟金卓
讲师"
"1553836902-713","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","建筑设计空间基础认知","https://www.icourse163.org/course/HIT-1001700025","第4次开课","工学","2019年03月15日 ~ 2019年06月27日","进行至第3周，共15周","2小时每周","已有2142人参加","立即参加","(56)","授课老师



孙澄
教授，博士生导师，建筑学院党委书记兼副院长。





邵郁
教授





郭海博
副教授





薛名辉
副教授





董宇
副教授





于戈
副教授





周立军
教授





连菲
讲师，硕士生导师





刘滢
副教授





陈旸
副教授





韩昀松
讲师"
"1553835989-345","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","概率论与数理统计","https://www.icourse163.org/course/ZJU-232005","第9次开课","理学","2019年02月25日 ~ 2019年06月23日","进行至第5周，共17周","3-5小时每周","已有21536人参加","立即参加","(222)","授课老师



张帼奋
副教授





张奕
教授





黄炜
副教授





吴国桢
高级工程师





赵敏智
副教授"
"1553837031-763","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","中国十大传统名曲赏析","https://www.icourse163.org/course/UESTC-1001959013","第5次开课","艺术设计","2019年03月20日 ~ 2019年06月30日","进行至第2周，共15周","1-2小时每周","已有2360人参加","立即参加","(88)","授课老师



唐珞
副教授"
"1553836113-396","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学计算机基础","https://www.icourse163.org/course/NUDT-17003","第10次开课","计算机","2019年04月30日 ~ 2019年07月31日","距离开课还有32天","3-5小时每周","已有1927人参加","立即参加","(145)","授课老师



周海芳
教授





刘越
老师





吴荻
讲师"
"1553835629-209","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","材料工程基础","https://www.icourse163.org/course/WHUT-1001850001","第5次开课","工学","2019年02月20日 ~ 2019年06月28日","进行至第6周，共19周","3-5小时，每周","已有812人参加","立即参加","(4)","授课老师



谢峻林
教授





文进
副教授





赵青林
教授





朱明
副教授





何永佳
教授"
"1553835863-292","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","植物学","https://www.icourse163.org/course/NWU-1001743002","第5次开课","理学","2019年02月25日 ~ 2019年05月31日","进行至第5周，共14周","2-3小时每周","已有2686人参加","立即参加","(120)","授课老师



刘文哲
教授





蔡霞
教师





王丹阳
副教授 





李忠虎
教授、博导





赵鹏
副教授"
"1553837116-799","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","VisualBasic.NET程序设计进阶","https://www.icourse163.org/course/TONGJI-371001","第7次开课","计算机","2019年04月01日 ~ 2019年07月10日","距离开课还有3天","3-5小时每周","已有324人参加","立即参加","(16)","授课老师



龚沛曾
电子与信息工程学院 教授"
"1553837043-768","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","电路","https://www.icourse163.org/course/NJUST-1001755069","第5次开课","工学","2019年03月21日 ~ 2019年06月30日","进行至第2周，共15周","5-8小时每周","已有8176人参加","立即参加","(58)","授课老师



黄锦安
教授





李竹
讲师





徐行健
讲师





蔡小玲
讲师





朱献民
讲师





孙建红
副教授





沙涛
副教授





康明才
副教授





陈胜垚
副教授"
"1553836122-400","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","生物材料伴我行","https://www.icourse163.org/course/HNU-1002144001","第4次开课","工学","2019年03月01日 ~ 2019年06月20日","进行至第5周，共16周","3-5小时每周","已有536人参加","立即参加","(73)","授课老师



谭志凯
副教授





朱咏华
教授"
"1553837080-784","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","航天、人文与艺术","https://www.icourse163.org/course/NUAA-1001764004","第6次开课","工学","2019年03月25日 ~ 2019年05月27日","进行至第1周，共10周","3-5小时每周","已有1863人参加","立即参加","(106)","授课老师



闻新
教授"
"1553835649-217","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","软件工程","https://www.icourse163.org/course/NEU-1001812013","第5次开课","计算机","2019年02月20日 ~ 2019年06月30日","进行至第6周，共19周","3-5小时每周","已有3918人参加","立即参加","(74)","授课老师



张爽
东北大学软件学院 副教授 博士





胡清河
副教授





王蓓蕾
讲师





张伟
副教授





王学毅
讲师"
"1553836266-452","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","财务报表编制","https://www.icourse163.org/course/FZU-1001759007","第6次开课","管理学","2019年03月04日 ~ 2019年05月20日","进行至第4周，共12周","3-5小时每周","已有7679人参加","立即参加","(56)","授课老师



陈朝晖
副教授





林小娟
讲师





颜艳
讲师"
"1553836946-732","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","组织学与胚胎学","https://www.icourse163.org/course/CMU-1001978007","第4次开课","医药卫生","2019年03月18日 ~ 2019年06月30日","进行至第2周，共15周","3-5小时每周","已有5175人参加","立即参加","(27)","授课老师



石玉秀
教授





翟效月
教授





郑玮
教授





韩芳
副教授





温昱
副教授





刘宁宇
副教授





杨蓓
讲师





刘虹
讲师





林庚
讲师





陈雪
讲师





丁金兰
讲师





肖冰
讲师"
"1553836560-574","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","逻辑学导论","https://www.icourse163.org/course/NWU-1002328025","第4次开课","哲学","2019年03月06日 ~ 2019年07月01日","进行至第4周，共17周","2-3小时每周","已有7925人参加","立即参加","(271)","授课老师



李静
副教授





孟蕾
讲师"
"1553836756-651","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","形势与政策","https://www.icourse163.org/course/USTB-1001720006","第6次开课","法学","2019年03月11日 ~ 2019年05月27日","进行至第3周，共12周","2-3小时每周","已有9427人参加","立即参加","(6337)","授课老师



彭庆红
教授





左鹏
教授





宋伟
副教授





刘明言
讲师





许慎
讲师"
"1553836283-459","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","食物营养与食品安全","https://www.icourse163.org/course/CSU-1001591003","第7次开课","医药卫生","2019年03月04日 ~ 2019年06月10日","进行至第4周，共15周","4","已有6766人参加","立即参加","(158)","授课老师



胡敏予
湘雅公共卫生学院营养与食品卫生学系系主任,教授,医学博士





朱明元
中南大学湘雅公共卫生学院营养与食品卫生学系教授





任国峰
湘雅公卫学院副院长,营养与食品卫生学博士,湖南省营养学会秘书长，湖南省卫计委食品安全首席专家"
"1553835132-18","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","形势与政策","https://www.icourse163.org/course/ECUST-1002030009","第3次开课","法学","2018年04月27日 ~ 2018年07月06日","当前开课已结束","3小时每周","已有18097人参加","已结束，查看内容","(547)","授课老师



胡宝国
副教授





卢杨
讲师





张驰
讲师





杜仕菊
教授





朱姝
副教授"
"1553836453-529","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","市场营销","https://www.icourse163.org/course/SCU-1002146004","第4次开课","管理学","2019年03月04日 ~ 2019年06月11日","进行至第4周，共15周","2-4小时每周","已有4073人参加","立即参加","(59)","授课老师



左仁淑
教授"
"1553836438-523","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","概率论与数理统计","https://www.icourse163.org/course/UESTC-1001590004","第5次开课","理学","2019年03月04日 ~ 2019年07月04日","进行至第4周，共18周","2-3小时每周","已有8560人参加","立即参加","(79)","授课老师



高晴
教授





陈绍刚
教授





吕恕
教授





覃思义
副教授





龚丽莎
副教授





武德安
副教授





韦鵾
讲师





王志勇
副教授





杨宇明
讲师





彭小帆
讲师





文春
副教授





陈碟
讲师





杜鸿飞
讲师





秦旭
副教授"
"1553836071-379","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学语文","https://www.icourse163.org/course/SEU-33001","第9次开课","文学文化","2019年02月26日 ~ 2019年06月18日","进行至第5周，共17周","3小时每周","已有5686人参加","立即参加","(74)","授课老师



张天来
副教授"
"1553835442-131","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","寄生虫病与食品安全","https://www.icourse163.org/course/HUST-1001900004","第4次开课","医药卫生","2019年02月17日 ~ 2019年07月17日","进行至第6周，共22周","2-4小时每周","已有1918人参加","立即参加","(120)","授课老师



刘文琪
教授





雷家慧
副教授





陆盛军
副教授





王婷
讲师





关飞
讲师"
"1553836386-501","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","创新与创业管理","https://www.icourse163.org/course/NJUPT-1001755409","第4次开课","管理学","2019年03月04日 ~ 2019年05月31日","进行至第4周，共13周","4小时每周","已有3542人参加","立即参加","(335)","授课老师



赵波
教授





焦永纪
副教授





江游
讲师





张爽
副教授"
"1553836369-494","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","线性代数与空间解析几何","https://www.icourse163.org/course/HIT-1002117005","第4次开课","理学","2019年03月04日 ~ 2019年06月10日","进行至第4周，共15周","4小时每周","已有2331人参加","立即参加","(55)","授课老师



郑宝东
教授





郭潇
副教授





徐阳
教授"
